,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
23704,21,3,335570,6,10,1,10,4,1,1,0,0,30,1,1
23784,51,3,178054,6,10,2,6,2,1,1,0,0,40,1,2
23797,30,3,260782,2,9,1,7,5,1,1,0,0,40,1,1
23892,41,7,120277,1,13,2,2,2,1,1,0,0,40,1,1
24213,24,1,506329,6,10,1,1,4,3,1,0,0,40,1,1
24457,39,3,188069,1,13,2,10,2,1,1,0,0,40,1,1
24465,42,3,187720,4,14,2,6,2,1,1,15024,0,50,1,2
24572,28,3,373698,16,8,2,4,2,1,1,0,0,45,1,1
24592,32,3,209317,2,9,5,2,1,1,1,0,0,40,1,1
24606,47,3,267205,8,11,2,7,2,1,1,0,0,60,1,2
24662,47,3,120781,4,14,2,2,2,3,1,15024,0,40,4,2
24695,41,3,185145,2,9,2,11,2,1,1,0,0,45,1,2
24750,34,3,182714,2,9,5,5,1,1,2,0,0,35,1,1
24832,26,3,331861,1,13,1,2,1,1,1,0,0,60,1,1
24890,32,3,39223,13,6,5,7,5,2,2,0,0,40,1,1
24891,55,1,117357,10,16,2,4,2,3,1,0,0,70,4,2
24923,68,3,208478,4,14,2,4,2,1,1,0,0,18,1,1
24960,20,3,107242,2,9,1,10,1,2,1,0,0,40,1,1
24980,37,3,154571,6,10,2,7,2,3,1,0,0,40,39,1
25046,28,3,129624,2,9,1,3,1,1,1,0,0,40,1,1
25105,38,3,320451,4,14,2,4,2,3,1,0,0,40,29,1
25112,47,7,207540,9,4,2,7,2,1,1,0,0,40,1,1
25235,36,3,31438,2,9,3,8,5,1,1,0,0,43,1,1
25241,29,3,110226,4,14,1,6,1,1,1,0,0,65,1,1
25275,50,7,201689,9,4,2,7,2,1,1,0,1977,63,1,2
25296,56,7,267763,2,9,2,2,2,1,1,0,0,40,1,1
25313,47,3,185866,11,15,2,4,2,1,1,0,0,60,1,2
25342,41,3,90021,2,9,2,3,2,1,1,0,0,40,1,1
25458,26,3,181666,7,12,2,1,4,1,2,0,0,40,1,1
25478,43,2,147269,13,6,2,7,2,1,1,0,0,60,1,1
25491,68,1,202699,4,14,2,4,2,1,1,0,2377,42,1,2
25504,52,3,135607,6,10,7,5,5,2,2,0,0,40,1,1
25549,67,1,239705,10,16,2,4,2,2,1,0,0,12,1,1
25574,21,3,215039,2,9,1,7,4,1,1,0,0,13,1,1
25619,36,3,156780,2,9,1,6,6,3,2,0,0,40,7,1
25629,22,3,119592,7,12,1,3,1,2,1,0,2824,40,1,2
25841,45,7,108100,1,13,2,2,3,3,2,99999,0,25,1,2
25870,41,3,43945,9,4,2,7,2,1,1,0,0,40,1,1
26007,42,3,92288,4,14,2,6,2,3,1,0,0,40,4,1
26197,42,4,53727,2,9,2,8,2,1,1,0,0,40,1,1
26221,36,3,358682,1,13,1,2,6,1,1,0,0,50,1,1
26234,27,3,405765,2,9,2,7,2,1,1,0,0,40,1,2
26271,37,3,220644,2,9,3,5,5,2,2,0,0,40,1,1
26332,55,3,175942,10,16,2,4,2,1,1,0,1977,55,1,2
26377,24,5,212210,7,12,1,1,4,1,2,0,0,20,1,1
26405,64,4,388594,11,15,2,4,2,1,1,15024,0,45,1,2
26446,21,3,27255,6,10,1,1,4,1,1,0,0,40,1,1
26460,32,3,178623,2,9,1,5,1,2,2,0,0,40,1,1
26569,27,3,333296,1,13,1,5,1,1,1,0,0,30,1,1
26616,44,3,261497,2,9,2,3,2,2,1,0,0,40,1,1
26661,27,3,142712,4,14,1,11,1,1,1,0,0,40,1,1
26762,23,3,184400,13,6,1,8,4,3,1,0,0,30,1,1
26800,27,3,119793,6,10,2,7,2,1,1,0,0,55,1,1
26900,23,3,386337,2,9,2,3,2,2,1,0,0,40,1,1
26922,39,3,163392,2,9,2,6,2,3,1,0,0,26,1,1
26940,22,3,65704,2,9,1,6,4,1,2,0,0,40,1,1
26979,38,3,300975,4,14,2,5,2,2,1,0,1485,40,1,1
27019,61,3,203126,1,13,3,15,1,1,2,0,0,12,1,1
27068,41,3,67339,1,13,2,10,2,1,1,0,0,40,1,1
27133,55,4,174533,1,13,5,5,5,1,2,0,0,72,1,1
27141,36,3,74791,1,13,2,6,3,1,1,0,0,60,1,1
27299,37,2,327164,6,10,2,7,2,1,1,0,0,70,1,1
27305,34,2,114185,1,13,3,8,1,1,1,0,0,50,1,1
27376,65,3,461715,2,9,3,6,5,1,2,0,0,25,1,1
27383,32,2,261056,1,13,1,4,4,2,2,2174,0,60,1,1
27669,17,3,113301,3,7,1,3,4,1,1,0,0,12,1,1
28018,30,3,293936,2,9,1,5,1,1,1,0,0,50,1,1
28044,34,3,591711,6,10,1,3,1,2,1,0,0,48,1,1
28107,32,3,118551,1,13,2,1,3,1,2,0,0,35,1,2
28124,33,2,182926,1,13,1,8,1,1,1,0,0,40,1,1
28195,28,3,226891,6,10,1,1,5,3,2,0,0,30,1,1
28196,32,3,201988,11,15,2,6,2,1,1,4508,0,40,1,1
28220,70,3,237065,12,3,7,5,6,1,2,2346,0,40,1,1
28335,35,3,198341,1,13,2,2,2,3,1,0,0,40,14,1
28343,50,3,196193,1,13,2,7,2,1,1,0,0,40,1,1
28431,43,1,38537,6,10,3,2,5,2,2,0,0,38,1,1
28482,23,3,237432,1,13,1,4,1,1,1,0,0,40,1,1
28500,37,3,193952,2,9,3,5,1,2,2,0,0,40,1,1
28505,39,1,65390,6,10,2,1,2,1,1,0,0,40,1,1
28589,42,5,226020,2,9,5,5,1,2,2,0,0,60,1,1
28618,34,3,210736,6,10,5,1,5,2,2,0,0,40,1,1
28628,36,2,342719,10,16,2,4,2,1,1,0,0,45,1,2
28705,59,4,48102,4,14,1,4,1,1,2,0,0,40,1,2
28835,46,3,149161,6,10,2,2,2,3,1,0,0,60,30,1
28841,38,3,108907,2,9,3,7,1,1,1,0,0,40,1,1
28912,57,3,165695,1,13,2,2,2,1,1,0,0,40,1,2
28932,25,3,326370,6,10,1,1,1,1,1,0,0,38,1,1
28937,46,3,268022,4,14,2,2,2,1,1,0,0,55,1,2
29029,45,2,138962,6,10,2,2,2,3,1,0,0,72,7,1
29033,22,3,171176,2,9,1,5,1,1,2,0,0,48,1,1
29098,37,3,292370,1,13,2,4,2,5,1,0,0,50,1,2
29104,25,3,226891,8,11,1,5,6,3,2,0,0,40,14,1
29212,26,3,227489,6,10,1,3,6,2,1,0,0,40,1,1
29255,45,7,180239,11,15,2,2,2,3,1,7688,0,40,14,2
29323,46,3,195833,1,13,2,8,2,1,1,0,0,50,1,1
29357,50,3,176227,1,13,2,2,2,1,1,0,0,40,1,2
29377,42,3,314649,2,9,4,3,6,3,1,0,0,40,29,1
29401,60,3,188650,12,3,2,6,2,1,1,0,0,40,1,2
29440,45,3,47314,6,10,2,7,2,1,1,0,1902,40,1,2
29523,50,3,123174,10,16,2,4,2,2,1,0,0,37,1,2
29592,38,3,125933,1,13,2,2,2,1,1,0,0,40,1,2
29680,64,5,199298,12,3,3,5,1,1,2,0,0,45,1,1
29682,38,3,216129,1,13,3,5,1,2,2,0,0,60,1,1
29738,31,2,209213,2,9,1,6,1,2,1,0,0,40,1,1
29777,26,3,130620,7,12,4,7,6,3,2,0,0,40,14,1
29786,41,3,169104,1,13,2,7,2,3,1,0,0,40,14,2
29888,25,3,141876,4,14,1,4,5,1,1,0,0,45,1,1
29981,54,7,223752,1,13,2,2,2,1,1,7688,0,40,1,2
30010,47,3,228583,6,10,2,7,2,1,1,0,0,40,1,1
30105,51,3,64643,2,9,1,9,1,1,1,0,0,60,1,1
30110,46,3,213140,1,13,2,4,2,1,1,0,0,40,1,2
30170,40,3,373050,16,8,2,5,2,1,1,0,0,40,1,1
30230,20,3,178469,2,9,1,5,4,3,2,0,0,15,1,1
30274,51,7,129525,2,9,1,6,6,1,1,0,0,40,1,1
30276,28,3,248911,6,10,1,2,4,1,2,0,0,40,1,1
30302,28,3,213152,1,13,2,1,2,1,1,0,0,40,1,2
30329,29,3,368949,6,10,2,3,2,1,1,0,0,40,1,2
30582,34,3,209213,2,9,2,10,2,2,1,0,0,40,1,1
30638,25,7,181691,2,9,2,6,2,1,1,0,0,60,1,1
30656,24,3,29302,6,10,1,5,4,1,2,0,0,40,1,1
30670,50,3,205100,9,4,2,5,3,1,2,0,0,35,1,1
30700,60,5,212856,4,14,2,4,2,1,1,0,0,40,1,2
30773,38,4,190895,1,13,2,4,2,1,1,0,0,40,1,2
30821,41,3,192779,9,4,2,5,2,1,1,0,0,40,1,1
30902,18,3,174926,5,5,1,5,4,1,1,0,0,15,1,1
30922,49,7,119539,6,10,2,2,2,1,1,0,0,60,1,2
31089,23,3,216672,1,13,1,2,4,1,1,0,0,30,1,1
31128,56,5,268213,4,14,2,4,2,1,1,0,0,35,1,2
31336,39,3,175681,1,13,2,4,2,2,1,0,0,60,1,1
31359,28,3,178489,1,13,1,2,5,2,2,0,0,45,1,1
31387,34,1,118551,1,13,2,11,4,1,2,5178,0,25,1,2
31396,23,3,118023,6,10,1,2,1,1,1,0,0,45,1,1
31468,35,3,75855,4,14,2,4,2,2,1,7298,0,40,1,2
31555,29,3,112403,12,3,2,10,2,1,1,0,0,40,6,1
31637,31,5,156464,1,13,1,4,6,1,1,0,0,40,1,1
31641,26,3,261203,9,4,1,5,5,5,2,0,0,30,6,1
31701,36,3,137421,16,8,1,8,1,3,1,0,0,45,1,1
31796,31,3,190027,2,9,1,5,6,2,2,0,0,40,1,1
31944,44,3,144067,1,13,3,1,1,1,1,0,0,12,1,1
32090,66,3,115498,1,13,2,2,2,1,1,99999,0,55,1,2
32169,25,3,149943,2,9,1,5,6,3,1,4101,0,60,14,1
32213,28,3,175710,1,13,1,1,1,1,2,0,0,30,1,1
32232,30,3,215441,6,10,1,1,1,5,1,0,0,40,1,1
32254,31,3,251659,6,10,2,5,2,3,1,0,1485,55,1,2
32307,42,7,191196,1,13,2,2,2,1,1,0,1977,60,1,2
32413,45,3,199590,12,3,2,10,2,1,1,0,0,40,6,1
32449,44,7,71556,4,14,2,6,2,1,1,0,0,50,1,2
32469,58,7,181974,10,16,1,4,1,1,2,0,0,99,1,1
32492,42,2,217597,2,9,3,6,4,1,1,0,0,50,1,1
32510,39,3,107302,2,9,2,4,2,1,1,0,0,45,1,2
