,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
4016,28,3,66473,2,9,3,10,4,1,1,0,0,40,1,1
4019,25,7,163039,7,12,1,6,1,1,1,0,0,60,1,1
4020,37,3,89559,2,9,3,1,5,1,2,0,0,40,1,1
4022,31,3,163303,8,11,3,6,4,1,2,0,0,38,1,1
4023,41,3,192712,2,9,1,1,6,1,2,0,0,40,1,1
4024,31,3,381153,13,6,2,11,2,1,1,0,0,40,1,2
4025,44,3,222434,2,9,2,7,2,1,1,0,0,40,1,1
4026,20,3,34706,6,10,1,2,1,2,1,0,0,47,1,1
4027,57,2,47857,6,10,2,9,2,1,1,0,0,50,1,1
4028,26,3,195216,2,9,3,5,1,1,2,0,0,12,1,1
4029,44,7,103643,2,9,2,2,2,1,1,5013,0,60,36,1
4030,29,5,329426,2,9,1,13,1,1,1,0,0,40,1,1
4031,36,3,183612,2,9,2,4,2,1,1,0,1977,40,1,2
4032,40,3,184105,8,11,2,7,2,1,1,0,0,40,1,2
4033,21,3,211385,7,12,1,5,1,2,1,0,0,35,3,1
4034,21,3,61777,6,10,1,7,1,1,1,0,0,70,1,1
4035,34,2,320194,11,15,5,4,5,1,1,0,0,48,1,2
4036,24,3,199444,1,13,1,2,4,1,2,0,0,15,1,1
4037,28,3,312588,13,6,3,5,1,1,2,0,0,40,1,1
4038,35,3,168675,2,9,5,8,4,1,1,0,0,50,1,1
4039,35,3,87556,2,9,3,7,1,1,1,0,0,40,1,1
4040,38,1,220421,1,13,1,2,1,1,2,0,0,40,1,1
4041,44,4,404599,2,9,3,1,5,2,2,0,0,40,1,1
4042,39,3,99065,1,13,2,3,3,1,2,0,0,40,16,2
4043,57,5,109973,2,9,3,5,1,1,2,0,0,40,1,1
4044,19,3,246652,6,10,1,6,4,1,2,0,0,40,1,1
4045,29,3,57423,8,11,2,10,2,1,1,0,0,48,1,1
4046,23,3,291248,2,9,1,10,6,2,1,0,0,40,1,1
4047,50,3,163708,2,9,7,5,5,1,2,0,0,40,1,1
4048,51,2,240358,6,10,2,7,2,1,1,0,0,20,1,1
4049,28,3,25955,8,11,3,7,1,4,1,0,0,40,1,1
4050,44,3,101593,1,13,2,6,2,1,1,0,0,60,1,1
4051,29,2,227890,1,13,1,4,1,2,1,0,0,40,1,1
4052,31,3,225053,2,9,3,8,1,1,1,0,0,45,1,1
4053,27,3,228472,1,13,2,7,2,1,1,0,0,45,1,2
4054,34,3,245378,1,13,2,2,2,1,1,0,0,45,1,1
4055,50,7,156623,11,15,2,4,2,3,1,7688,0,50,14,2
4056,27,3,35032,6,10,2,3,2,1,1,0,0,40,1,2
4057,31,3,258849,8,11,1,1,5,2,2,0,0,40,1,1
4058,46,3,190115,7,12,2,7,2,1,1,0,0,40,1,2
4059,39,3,63910,6,10,1,1,4,3,2,0,0,40,1,1
4060,40,3,510072,1,13,2,6,2,1,1,0,0,55,1,2
4061,28,3,210867,3,7,3,6,4,1,1,0,0,40,1,1
4062,18,3,263024,2,9,1,6,4,1,2,0,0,40,1,1
4063,51,3,306785,2,9,3,1,1,1,2,0,0,40,1,1
4064,58,7,104333,2,9,3,6,1,1,1,0,0,50,1,1
4065,66,3,340734,2,9,2,6,2,1,1,0,0,40,1,1
4066,36,2,288585,2,9,2,5,3,3,2,0,0,20,7,1
4067,38,3,241765,3,7,3,3,1,1,2,0,0,60,1,1
4068,25,3,111058,7,12,1,2,4,1,1,0,0,40,1,1
4069,25,3,104662,2,9,1,5,5,1,2,0,0,22,1,1
4070,90,3,313986,3,7,1,3,4,1,1,0,0,40,1,1
4071,41,5,52037,6,10,3,1,5,1,2,0,0,40,1,1
4073,33,3,131776,1,13,3,4,5,1,2,914,0,40,12,1
4074,33,3,254221,2,9,1,1,1,1,2,0,0,40,1,1
4075,35,3,152909,1,13,2,2,2,1,1,0,1887,45,1,2
4076,39,2,211785,2,9,1,7,4,2,2,0,0,20,1,1
4077,59,3,160362,2,9,2,6,2,1,1,0,0,60,1,1
4078,19,3,387215,6,10,1,11,4,1,1,0,1719,16,1,1
4079,39,3,187046,2,9,2,6,2,1,1,4064,0,38,1,1
4081,27,3,169631,2,9,1,3,4,1,2,0,0,40,1,1
4082,52,3,202956,9,4,2,7,2,1,1,0,0,40,1,1
4083,59,2,80467,2,9,3,5,4,1,2,0,0,24,1,1
4084,28,3,407672,6,10,3,7,5,1,2,0,0,40,1,1
4085,37,3,243425,2,9,3,5,6,1,2,0,0,50,32,1
4087,36,3,347491,1,13,2,2,2,1,1,0,0,50,1,2
4088,34,3,146161,1,13,2,4,2,1,1,0,0,60,1,2
4089,23,3,449432,6,10,1,1,4,1,1,0,0,40,1,1
4091,33,3,288825,2,9,3,7,1,1,1,0,2258,84,1,1
4092,27,5,134813,4,14,1,4,4,1,1,0,0,52,1,1
4093,31,5,190401,4,14,2,4,2,1,1,0,0,40,1,1
4094,21,3,260617,13,6,2,10,2,1,1,0,0,36,1,1
4095,31,3,45604,2,9,2,2,2,1,1,0,0,54,1,1
4096,59,3,67841,2,9,2,3,2,1,1,0,0,40,1,2
4097,40,5,244522,4,14,2,4,2,1,1,0,1902,48,1,2
4098,19,3,430471,3,7,1,3,4,1,1,0,0,40,1,1
4099,47,3,194698,2,9,2,8,2,1,1,0,0,50,1,1
4100,34,3,94235,1,13,1,7,5,1,1,0,0,40,1,1
4101,57,3,188330,2,9,2,5,2,1,1,0,0,78,1,1
4102,51,5,146181,5,5,2,8,2,2,1,0,0,40,1,1
4103,21,3,177125,6,10,1,3,1,1,1,0,0,20,1,1
4104,30,7,68330,6,10,2,6,2,1,1,0,0,50,1,1
4105,46,3,95636,6,10,3,3,1,1,1,0,0,45,1,1
4106,40,3,238329,1,13,1,6,1,1,2,0,0,45,1,1
4107,52,3,416129,15,1,2,5,1,1,1,0,0,40,26,1
4108,23,3,285004,1,13,1,6,1,3,1,0,0,50,22,1
4110,25,3,186294,2,9,1,1,1,1,2,0,0,50,1,1
4111,43,3,188786,6,10,3,8,1,1,1,0,0,45,1,1
4112,38,1,31352,6,10,3,13,5,4,2,0,0,40,1,2
4113,22,3,197613,8,11,1,5,1,1,2,0,0,30,1,1
4114,33,5,161942,1,13,1,1,1,1,2,1055,0,40,1,1
4115,34,3,275438,6,10,2,4,2,1,1,5178,0,40,1,2
4116,65,3,361721,8,11,2,8,2,1,1,0,0,20,1,1
4117,50,3,144968,2,9,1,11,4,1,1,0,0,15,1,1
4118,29,3,190539,1,13,1,6,1,1,1,6849,0,48,1,1
4119,25,3,178037,2,9,2,8,2,1,1,0,0,40,1,1
4120,54,3,306985,6,10,3,1,1,1,2,0,0,40,1,1
4121,49,3,87928,2,9,2,1,2,1,1,0,0,40,1,2
4122,44,3,242619,6,10,2,10,2,1,1,0,0,40,1,1
4123,24,3,154165,5,5,3,5,4,1,2,0,0,40,1,1
4124,25,3,511331,1,13,1,6,1,1,1,0,0,38,1,1
4125,65,5,221026,2,9,2,8,2,1,1,0,0,20,1,1
4126,56,2,222182,2,9,2,2,2,2,1,0,0,45,1,1
4127,39,2,126569,11,15,2,4,2,1,1,15024,0,60,1,2
4128,23,3,202344,1,13,1,4,4,1,2,0,0,40,1,1
4129,20,3,190423,6,10,1,5,1,1,2,0,0,20,1,1
4130,24,3,238917,12,3,1,7,5,1,1,0,0,40,26,1
4131,41,3,221947,6,10,2,2,2,1,1,0,1887,50,1,2
4132,40,7,37997,6,10,2,9,2,1,1,0,0,50,1,1
4133,55,3,147098,2,9,2,7,2,1,1,0,0,50,1,2
4134,38,3,278253,2,9,3,1,5,1,2,0,0,48,1,1
4135,23,3,195411,2,9,1,1,5,2,2,0,0,40,1,1
4136,44,3,76196,1,13,2,2,2,1,1,0,0,50,1,1
4137,45,3,120131,6,10,2,7,2,1,1,0,1887,40,1,2
4138,20,2,186014,6,10,1,1,4,1,2,0,0,12,12,1
4139,29,3,205903,2,9,1,5,4,1,1,0,0,40,1,1
4140,43,1,125405,2,9,2,13,2,1,1,0,0,40,1,1
4141,30,3,219838,16,8,3,10,1,1,1,0,0,40,1,1
4142,28,1,19395,6,10,1,1,1,1,2,0,0,38,1,1
4143,31,3,223327,2,9,2,2,2,1,1,0,0,40,1,2
4144,52,3,114062,2,9,3,7,5,1,2,0,0,40,1,1
4145,36,3,95654,1,13,2,4,3,1,2,0,0,50,13,2
4146,38,3,177305,2,9,2,7,2,1,1,0,0,45,1,1
4148,63,2,117681,8,11,2,9,2,1,1,0,0,40,1,1
4149,21,3,237651,6,10,1,5,4,1,1,0,0,35,1,1
4150,33,1,150570,2,9,3,1,1,1,1,0,0,40,1,1
4151,46,1,106705,6,10,3,4,5,1,2,1506,0,50,1,1
4153,47,7,175958,1,13,1,6,1,1,1,3325,0,60,1,1
4154,33,3,144064,10,16,2,4,2,1,1,0,0,55,1,2
4157,28,3,152951,2,9,3,3,1,1,1,0,0,40,1,1
4158,46,3,190487,2,9,3,15,5,1,2,0,0,28,20,1
4159,25,3,306666,6,10,2,6,2,2,1,0,0,45,1,1
4160,37,3,195148,2,9,2,7,4,1,1,3137,0,40,1,1
4161,31,2,226624,5,5,2,7,2,1,1,0,0,60,1,1
4162,49,3,157569,2,9,2,7,2,1,1,0,0,40,1,1
4163,22,1,22966,6,10,4,11,5,1,1,0,0,20,1,1
4164,52,3,379682,8,11,2,5,3,1,2,0,0,20,1,2
4165,29,3,446559,7,12,2,2,3,1,2,0,0,50,1,1
4166,18,3,41794,3,7,1,5,4,1,2,0,0,20,1,1
4167,31,5,90409,6,10,2,2,2,1,1,0,0,35,1,1
4168,23,3,125491,6,10,1,5,1,3,2,0,0,35,38,1
4170,54,2,104748,13,6,2,6,2,1,1,0,0,65,1,1
4171,50,5,169182,2,9,3,5,5,1,2,0,0,49,25,1
4173,24,3,122272,1,13,1,9,4,1,2,0,0,40,1,1
4175,49,7,289707,2,9,5,5,1,1,1,0,0,45,1,1
4176,54,5,137691,2,9,2,7,2,1,1,0,0,40,1,2
4177,41,3,84610,1,13,2,2,2,1,1,0,1902,60,1,2
4178,49,3,166789,2,9,2,1,2,1,1,0,0,40,1,1
4179,36,5,348728,1,13,1,4,1,1,2,0,0,35,1,1
4180,23,3,348092,2,9,1,8,4,2,1,0,0,40,23,1
4181,63,3,154526,6,10,7,5,1,1,2,0,0,40,1,1
4182,67,3,288371,2,9,2,6,2,1,1,0,0,40,11,2
4183,23,3,182342,2,9,1,7,1,1,1,0,0,40,1,1
4184,22,3,244366,1,13,1,4,4,1,1,0,0,40,1,1
4185,66,3,102423,8,11,2,1,2,1,1,0,0,30,1,1
4186,25,3,259688,3,7,2,7,2,1,1,0,0,50,1,1
4187,30,3,98733,6,10,3,10,5,1,2,0,0,20,1,1
4188,35,3,174856,2,9,2,8,2,1,1,2885,0,40,1,1
4189,67,2,141797,9,4,2,2,2,1,1,0,0,40,1,1
4190,30,3,327202,16,8,1,7,1,2,1,0,0,40,1,1
4191,26,3,76996,6,10,1,10,1,2,2,0,0,38,1,1
4192,34,3,260560,2,9,2,10,2,1,1,0,0,40,1,1
4193,21,3,370990,6,10,1,6,4,1,1,0,0,40,1,1
4194,18,3,129010,16,8,1,7,4,1,1,0,0,10,1,1
4195,21,3,452640,2,9,1,7,1,1,1,0,0,40,1,1
4196,76,7,120796,5,5,2,4,2,1,1,0,0,40,1,1
4198,26,3,229523,2,9,2,10,3,1,2,0,0,56,1,1
4199,18,3,127388,16,8,1,5,1,1,2,0,0,25,1,1
4201,34,3,119422,8,11,2,10,2,1,1,0,1672,50,1,1
4202,59,3,193895,2,9,3,2,1,1,2,0,0,40,1,1
4203,55,3,163083,1,13,5,2,1,1,1,14084,0,45,1,2
4204,33,2,155343,6,10,1,9,1,1,1,0,0,72,1,1
4205,25,3,73895,2,9,1,5,4,1,2,0,0,10,1,1
4206,48,3,107682,2,9,7,10,1,1,2,0,0,10,1,1
4207,64,3,321166,1,13,3,6,1,1,2,0,0,5,1,1
4208,47,5,154940,4,14,1,4,1,1,2,0,0,45,1,2
4209,26,3,103700,6,10,1,11,4,1,2,0,0,40,1,1
4210,36,3,63509,7,12,2,4,2,1,1,0,0,48,1,2
4211,21,3,243842,2,9,2,9,2,1,1,0,0,40,1,1
4213,30,3,58597,2,9,1,10,4,1,1,0,0,44,1,1
4214,41,2,190290,2,9,3,7,1,1,1,0,0,40,1,1
4216,34,3,62165,6,10,1,6,6,2,1,0,0,30,1,1
4218,24,3,280134,13,6,1,6,1,1,1,0,0,49,26,1
4219,26,3,118736,1,13,1,4,1,1,2,0,0,20,1,1
4220,25,3,171114,2,9,1,1,1,1,2,0,0,48,1,1
4221,35,3,169638,6,10,3,6,5,1,2,0,0,36,1,1
4222,41,3,125461,6,10,3,7,1,1,1,0,0,40,1,2
4223,33,3,145434,3,7,1,7,4,1,1,0,0,40,1,1
4224,18,3,152182,6,10,1,5,4,1,2,0,0,25,1,1
4225,27,7,233724,2,9,5,1,1,1,1,0,0,38,1,1
4226,32,3,153963,2,9,3,5,5,1,2,0,0,35,1,1
4227,51,5,88120,2,9,1,5,1,2,1,0,0,40,1,1
4228,38,3,96330,8,11,3,1,5,2,2,0,0,40,1,1
4229,41,5,66118,6,10,2,8,3,1,2,0,0,25,1,1
4230,26,3,182178,6,10,2,7,2,1,1,2829,0,40,1,1
4231,38,2,53628,8,11,3,2,5,1,1,0,0,35,1,1
4232,54,3,174865,5,5,2,2,2,1,1,0,0,45,1,2
4233,30,3,66194,1,13,1,4,1,1,2,0,0,60,33,1
4234,31,3,73796,6,10,7,2,5,1,2,0,0,30,1,1
4235,26,1,28366,1,13,1,4,1,1,1,0,0,40,1,1
4236,75,2,231741,10,16,2,4,2,1,1,4931,0,3,1,1
4237,29,3,237865,4,14,1,8,4,2,1,0,0,40,1,1
4238,61,3,195453,2,9,2,2,2,1,1,0,0,50,1,2
4239,24,3,116934,6,10,5,6,5,1,2,0,0,45,1,1
4241,34,3,456399,7,12,1,4,1,1,1,0,0,40,1,1
4242,42,3,263608,6,10,3,7,4,1,1,0,0,40,1,1
4243,24,3,263498,3,7,1,7,1,1,1,0,0,40,1,1
4245,27,4,469705,2,9,1,7,1,2,1,0,1980,40,1,1
4246,39,5,113253,1,13,2,4,3,1,2,0,0,50,1,2
4247,20,3,138768,2,9,1,3,4,1,1,0,0,40,1,1
4248,51,3,302146,3,7,1,5,1,2,2,0,0,40,1,1
4249,68,3,253866,1,13,2,6,2,1,1,0,0,30,1,1
4250,28,4,214858,2,9,1,10,4,1,1,0,0,48,1,1
4251,43,3,243476,2,9,3,11,1,1,2,0,0,40,1,1
4252,35,3,169104,6,10,4,7,1,1,1,0,0,40,1,1
4253,44,3,103218,2,9,3,1,5,2,2,0,0,40,1,1
4254,41,3,57233,1,13,1,3,1,1,1,0,0,40,1,1
4255,44,3,228320,2,9,2,11,2,1,1,0,0,45,1,2
4256,20,3,217421,2,9,2,1,6,1,2,0,0,40,1,1
4257,46,3,185041,2,9,2,7,2,1,1,0,0,75,1,2
4258,27,2,37302,7,12,2,8,2,1,1,7688,0,70,1,2
4259,32,3,261059,6,10,1,5,1,1,1,0,0,50,1,1
4260,46,3,59767,6,10,3,6,1,1,1,0,0,50,1,1
4261,26,3,333541,2,9,1,5,1,1,1,0,0,24,1,1
4262,20,3,133352,6,10,1,1,4,3,2,0,0,40,38,1
4263,36,3,99270,2,9,2,9,3,1,2,0,0,40,1,1
4264,49,3,204629,1,13,2,2,2,1,1,0,0,40,1,2
4265,32,3,34104,2,9,2,2,2,1,1,3103,0,55,1,2
4266,32,3,312667,1,13,2,4,2,1,1,15024,0,50,1,2
4267,49,3,329603,1,13,2,7,2,1,1,0,1902,40,1,2
4268,36,3,281021,2,9,1,8,1,1,1,0,0,45,1,1
4269,22,3,275385,6,10,1,5,6,1,1,0,0,25,1,1
4270,52,4,129177,2,9,3,1,1,1,2,0,0,40,1,1
4271,42,3,385591,2,9,2,2,2,1,1,0,0,50,1,2
4273,72,3,38360,2,9,7,5,5,1,2,0,0,16,1,1
4274,30,5,73796,1,13,5,4,1,1,2,0,0,40,1,1
4275,44,3,67671,6,10,2,3,2,1,1,0,0,40,1,1
4276,23,3,257621,1,13,1,6,1,1,2,0,0,45,1,1
4277,22,3,180052,6,10,1,6,4,1,1,0,0,20,1,1
4278,59,3,656036,1,13,5,1,5,1,1,0,0,60,1,1
4279,46,3,215943,2,9,3,4,5,1,2,0,0,40,1,1
4280,30,3,488720,8,11,2,3,2,1,1,0,0,40,6,1
4281,64,4,199298,9,4,7,5,5,1,2,0,0,30,8,1
4282,31,3,305692,6,10,2,6,3,2,2,0,0,40,1,1
4283,64,3,114994,2,9,2,5,2,1,1,0,0,20,1,1
4284,45,3,88265,2,9,1,10,4,1,2,0,0,40,1,1
4285,59,3,168569,2,9,2,10,2,1,1,0,1887,40,1,2
4286,32,3,175413,2,9,1,1,6,2,2,0,0,40,3,1
4287,43,3,161226,1,13,2,10,2,4,1,0,0,40,1,1
4289,23,3,208598,6,10,1,6,1,1,1,0,0,45,1,1
4290,49,2,200471,2,9,2,7,2,1,1,0,0,40,1,1
4291,32,3,256609,16,8,2,10,2,1,1,0,0,40,6,1
4292,49,3,176684,8,11,1,2,5,1,2,0,0,40,1,1
4293,33,3,206512,6,10,3,4,1,1,1,0,0,40,1,1
4294,28,3,212640,11,15,1,4,1,1,2,0,0,85,1,1
4295,47,3,148724,2,9,2,6,2,2,1,0,0,40,1,1
4296,41,3,266510,2,9,1,5,4,1,1,0,0,40,1,1
4297,34,5,240252,4,14,2,2,2,1,1,0,0,40,1,2
4298,25,3,358975,2,9,1,5,1,1,2,0,0,35,1,1
4300,21,3,434710,6,10,1,6,1,1,2,0,0,15,1,1
4302,46,3,241844,5,5,2,5,2,1,1,0,0,40,1,1
4303,37,3,191342,14,2,2,7,2,3,1,0,0,40,18,1
4304,41,3,221947,6,10,2,7,2,1,1,0,0,56,1,2
4305,44,3,111483,2,9,1,1,4,1,1,0,1504,50,1,1
4306,30,3,65278,2,9,2,11,2,1,1,0,0,40,1,2
4307,54,3,133403,6,10,2,10,2,1,1,0,0,40,1,1
4308,35,2,166416,2,9,2,9,2,1,1,0,0,99,1,1
4310,21,3,221480,6,10,1,11,4,1,2,0,0,25,20,1
4311,35,2,189878,4,14,2,6,2,1,1,0,0,40,1,2
4312,35,3,278403,11,15,2,4,2,1,1,0,0,80,1,2
4313,19,3,184710,6,10,1,7,4,1,1,0,0,20,1,1
4314,48,3,177775,2,9,3,2,1,1,2,0,0,40,1,1
4316,65,2,225473,6,10,7,7,1,1,2,0,0,35,1,1
4317,40,3,289403,1,13,5,1,5,2,1,0,0,35,1,1
4318,26,3,269060,2,9,1,1,1,1,2,0,0,40,1,1
4319,45,3,449354,6,10,2,2,2,1,1,0,0,40,1,1
4320,26,3,214413,6,10,1,7,4,1,1,0,0,40,1,1
4321,32,3,80058,2,9,2,1,2,1,1,0,0,40,1,1
4322,35,3,202027,1,13,3,2,1,1,1,27828,0,50,1,2
4323,22,2,123440,6,10,1,7,1,1,1,0,0,48,1,1
4324,37,3,191524,8,11,5,4,4,1,2,0,0,38,1,1
4325,25,3,308144,1,13,1,7,1,1,1,0,0,40,6,1
4327,46,3,205100,8,11,2,2,2,1,1,0,0,48,1,2
4328,30,3,195750,2,9,1,3,4,1,1,0,0,27,1,1
4329,63,3,149756,7,12,3,2,1,1,1,0,0,40,1,2
4330,51,5,240358,2,9,2,13,2,1,1,0,0,40,1,2
4331,68,2,241174,9,4,2,2,2,1,1,0,0,16,1,1
4332,36,3,356838,10,16,2,4,2,1,1,0,0,50,11,1
4333,28,7,115705,6,10,1,2,1,1,1,0,0,50,1,1
4334,41,5,137142,6,10,2,6,2,1,1,0,0,40,1,1
4335,47,3,296066,6,10,2,4,2,1,1,0,0,40,1,1
4336,22,3,401335,6,10,1,5,5,2,2,0,0,30,1,1
4338,34,7,186824,11,15,2,4,2,1,1,15024,0,40,1,2
4339,46,4,162187,1,13,2,4,2,1,1,0,0,40,1,2
4340,28,3,98010,6,10,4,1,4,1,2,0,0,40,1,1
4341,36,3,172538,2,9,2,7,2,1,1,0,0,52,1,2
4342,18,3,80163,6,10,1,6,4,1,2,0,0,20,1,1
4343,33,5,43959,4,14,2,4,2,1,1,7688,0,50,1,2
4344,51,3,162632,2,9,2,8,2,1,1,7298,0,60,1,2
4345,56,2,115422,2,9,2,2,2,1,1,0,0,35,1,1
4346,54,3,100933,2,9,1,1,5,1,2,0,0,40,1,1
4347,29,3,270379,2,9,1,2,5,2,2,0,0,40,1,1
4348,40,3,20109,6,10,3,3,1,4,2,0,0,84,1,1
4349,53,3,114758,4,14,2,2,2,1,1,15024,0,65,1,2
4350,22,3,100345,2,9,1,3,4,1,1,0,0,35,1,1
4351,33,3,184901,2,9,2,10,2,1,1,0,0,40,1,2
4352,28,3,87239,2,9,3,8,1,1,1,0,0,50,1,1
4353,63,3,127363,6,10,2,4,3,1,2,0,0,12,1,1
4354,53,4,199720,10,16,2,4,2,1,1,15024,0,60,12,2
4355,37,3,143058,13,6,2,7,2,1,1,0,0,50,1,1
4356,50,4,36489,6,10,3,2,5,1,1,0,0,40,1,1
4357,22,3,141698,2,9,1,7,4,1,1,0,0,40,1,1
4358,40,4,26358,7,12,1,1,1,1,2,0,0,40,1,1
4359,22,3,195532,1,13,1,4,1,1,2,8614,0,40,1,2
4360,21,3,30039,6,10,1,4,4,1,1,0,0,40,1,1
4361,25,3,125159,7,12,2,3,2,2,1,0,0,40,3,1
4362,20,3,246250,6,10,1,7,1,1,2,0,0,40,1,1
4363,43,4,77370,2,9,2,8,2,1,1,0,0,40,1,1
4364,29,3,355569,8,11,1,2,5,1,2,0,0,50,1,1
4365,32,3,180603,1,13,2,6,2,1,1,0,0,40,1,2
4366,42,3,201785,4,14,2,6,2,1,1,0,0,50,1,2
4367,33,3,256211,2,9,2,10,2,3,1,0,0,40,7,1
4368,27,3,146764,6,10,2,2,3,1,2,0,0,40,1,2
4370,29,3,200515,6,10,2,10,2,1,1,0,0,38,1,1
4371,29,3,52636,2,9,2,8,2,1,1,0,0,40,1,1
4372,20,3,27049,6,10,1,2,4,1,2,0,0,20,1,1
4373,35,3,111128,13,6,1,1,4,1,1,0,0,40,1,1
4374,31,2,348038,1,13,2,4,2,1,1,0,1902,50,8,2
4375,33,3,93930,2,9,1,7,1,1,1,0,0,50,1,1
4376,67,3,397831,6,10,2,2,2,1,1,0,1539,40,1,1
4377,46,3,33794,6,10,2,4,2,1,1,0,0,10,1,1
4378,45,3,178215,5,5,2,10,3,1,2,0,0,40,1,2
4379,17,5,191910,3,7,1,6,4,1,1,0,0,20,1,1
4380,35,3,340110,1,13,2,2,2,1,1,0,1848,70,1,2
4381,48,2,133694,1,13,4,2,1,2,1,0,0,40,3,2
4382,49,3,148398,2,9,3,10,1,2,2,0,0,40,1,1
4383,20,3,133515,6,10,1,6,6,1,2,0,0,40,1,1
4384,27,3,181667,2,9,2,10,2,1,1,5013,0,46,11,1
4385,64,3,159715,6,10,2,7,2,1,1,0,0,20,1,1
4386,53,4,174040,6,10,5,7,1,2,1,0,0,40,1,1
4387,52,3,117700,2,9,3,1,1,1,2,0,0,40,1,1
4388,29,3,37215,2,9,2,7,2,1,1,0,0,55,1,1
4389,32,7,46807,2,9,2,7,2,1,1,99999,0,40,1,2
4390,48,2,317360,1,13,2,4,3,1,2,0,0,20,1,2
4391,30,3,425627,6,10,1,7,6,1,1,0,0,40,6,1
4392,34,3,82623,2,9,2,5,2,1,1,0,0,20,1,1
4394,39,3,140854,2,9,1,4,1,1,1,0,0,50,1,1
4395,28,3,185061,3,7,1,3,6,1,1,0,0,40,1,1
4397,54,3,282680,1,13,1,4,1,1,2,0,0,50,1,1
4398,24,3,137591,6,10,1,6,4,1,1,0,1762,40,1,1
4399,25,3,198163,2,9,1,2,4,1,2,0,0,40,1,1
4400,25,3,132749,3,7,3,5,5,1,2,0,0,12,1,1
4401,48,5,31264,6,10,2,2,3,1,2,5178,0,40,1,2
4402,24,3,399449,1,13,1,6,4,1,2,0,0,40,1,1
4403,31,3,27494,6,10,2,6,2,3,1,0,0,50,22,1
4404,47,3,368561,6,10,2,7,2,1,1,0,0,40,1,2
4406,19,3,406078,6,10,1,1,4,1,2,0,0,25,1,1
4407,52,7,100506,6,10,2,6,2,1,1,15024,0,50,1,2
4408,52,3,29658,2,9,2,1,2,1,1,0,0,40,1,1
4410,60,3,181953,2,9,2,8,2,1,1,0,0,28,1,1
4411,43,3,304175,4,14,2,4,2,1,1,0,0,50,1,2
4412,24,3,170070,7,12,3,5,4,1,2,0,0,30,1,1
4414,51,3,194908,2,9,1,1,1,1,2,0,0,40,1,1
4415,38,2,357962,5,5,3,7,1,1,1,0,0,40,1,1
4416,21,3,214716,6,10,1,1,4,1,2,0,0,10,1,1
4417,40,7,207578,2,9,2,1,2,1,1,0,0,50,1,2
4418,54,3,146409,6,10,7,2,5,1,2,0,0,40,1,1
4419,35,3,341643,1,13,1,5,6,1,1,0,0,50,1,1
4420,52,3,131631,3,7,5,10,5,2,1,0,0,40,1,1
4421,53,3,88842,2,9,2,2,2,1,1,99999,0,40,1,2
4423,35,3,417136,2,9,3,7,5,2,1,0,0,40,1,1
4424,43,2,336763,6,10,3,6,5,1,2,0,880,42,1,1
4425,29,3,209301,1,13,2,7,2,1,1,0,0,40,11,1
4426,29,3,120986,2,9,2,8,2,4,1,0,0,65,1,1
4427,27,3,51025,2,9,1,5,1,1,2,0,0,40,1,1
4428,58,3,218281,1,13,2,1,2,1,1,0,0,40,6,1
4429,64,3,114994,2,9,2,3,2,1,1,0,0,18,1,1
4430,53,3,335481,2,9,2,1,3,2,2,0,0,32,1,1
4431,21,3,174503,2,9,1,1,1,1,2,0,0,30,1,1
4432,40,2,230478,7,12,3,2,1,1,1,0,0,30,1,1
4433,52,1,149650,10,16,2,4,2,1,1,0,0,40,13,2
4434,38,3,149419,8,11,1,11,1,1,1,0,0,50,1,1
4436,39,3,185099,2,9,2,2,2,1,1,0,0,40,1,1
4438,68,3,128472,10,16,2,4,2,1,1,0,0,55,1,2
4439,24,3,124971,2,9,1,6,1,1,1,0,0,38,1,1
4440,40,7,344060,11,15,2,4,2,1,1,0,0,50,1,2
4441,43,7,286750,11,15,2,4,2,2,1,0,0,99,1,2
4442,38,3,296999,1,13,1,2,1,1,2,0,0,70,1,1
4443,45,3,123681,2,9,2,6,2,1,1,0,0,40,1,2
4444,18,3,232024,3,7,1,10,4,1,1,0,0,55,1,1
4445,57,5,52267,4,14,2,2,2,1,1,0,0,50,1,2
4446,49,3,119182,2,9,5,5,1,2,2,0,0,35,1,1
4447,25,3,191230,6,10,1,2,4,1,2,0,0,40,31,1
4448,52,4,23780,6,10,3,1,1,1,1,0,0,40,1,1
4449,56,3,184553,13,6,3,7,1,1,1,0,0,56,1,1
4450,26,7,242651,6,10,1,6,1,1,1,0,0,48,1,1
4451,19,3,246226,2,9,1,7,1,1,2,0,0,40,1,1
4452,25,7,86745,1,13,1,1,4,3,2,0,0,40,1,1
4453,25,3,106889,2,9,2,1,3,1,2,0,0,30,1,1
4454,21,3,460835,2,9,1,6,6,1,1,0,0,45,1,1
4455,48,2,213140,9,4,2,7,2,1,1,0,0,40,15,1
4456,33,1,37070,4,14,2,4,2,1,1,0,0,60,11,1
4457,31,1,93589,2,9,3,13,4,5,1,0,0,40,1,1
4458,26,2,213258,2,9,3,9,5,1,1,0,0,65,1,1
4459,37,1,46814,1,13,1,4,1,1,1,0,0,38,1,1
4461,20,3,284737,6,10,1,5,4,1,1,0,0,20,1,1
4463,49,3,197418,2,9,7,1,5,1,2,0,0,20,1,1
4465,49,3,185041,4,14,2,2,2,1,1,0,1977,40,1,2
